word,latitude,longitude
lights,21.3069444,-157.8583333
lights,38.6411111,-83.7444444
lights,35.5847222,-80.8102778
lights,30.5041667,-90.6691667
lights,34.875,-84.2555556
lights,32.4486111,-99.7327778
lights,33.8491667,-118.3875
lights,36.1627778,-85.5016667
lights,26.6402778,-81.8725
lights,32.7763889,-79.9311111
lights,32.7763889,-79.9311111
lights,34.2283333,-118.5358333
lights,41.6688889,-87.7386111
lights,44.5888889,-90.4611111
lights,35.9172222,-82.3011111
lights,40.7672222,-74.2052778
lights,36.6002778,-121.8936111
lights,36.6116667,-77.5469444
lights,33.0580556,-112.0469444
lights,37.8402778,-85.9491667
lights,41.3572222,-88.4211111
lights,42.6055556,-83.15
lights,36.1988889,-115.1166667
lights,35.1083333,-77.0444444
lights,27.3361111,-82.5308333
lights,61.2180556,-149.9002778
lights,33.7488889,-84.3880556
lights,33.7488889,-84.3880556
lights,33.6305556,-112.3325
lights,34.7391667,-112.0091667
lights,44.1538889,-87.5691667
lights,36.31,-96.4638889
lights,41.5355556,-73.8994444
lights,36.1538889,-95.9925
lights,44.6369444,-124.0522222
lights,44.6369444,-124.0522222
lights,48.1958333,-114.3119444
lights,35.9488889,-85.0269444
lights,29.4238889,-98.4933333
lights,30.0472222,-99.14
lights,30.0472222,-99.14
lights,30.6941667,-88.0430556
lights,42.125,-72.75
lights,43.666667,-79.416667
lights,33.9686111,-112.7288889
lights,37.0841667,-94.5130556
lights,33.6602778,-117.9983333
lights,40.7141667,-74.0063889
lights,27.5955556,-81.5063889
lights,42.0494444,-92.9077778
lights,32.7252778,-97.3205556
lights,41.3305556,-74.1872222
lights,39.7391667,-104.9841667
lights,38.8338889,-104.8208333
lights,36.0152778,-83.415
lights,39.405,-114.7777778
lights,43.6136111,-116.2025
lights,42.4166667,-90.4288889
lights,48.9391667,-119.4344444
lights,40.6083333,-75.4905556
lights,38.6272222,-90.1977778
lights,38.545,-121.7394444
lights,38.545,-121.7394444
lights,41.8444444,-90.1886111
lights,41.5380556,-72.8075
lights,42.5369444,-85.6416667
lights,44.7311111,-68.8269444
lights,39.7913889,-74.1955556
lights,39.7913889,-74.1955556
lights,39.6416667,-77.7202778
lights,33.9480556,-86.4727778
lights,26.0569444,-80.2719444
lights,47.1855556,-122.2916667
lights,47.1855556,-122.2916667
lights,44.3,-78.333333
lights,37.775,-122.4183333
lights,42.983333,-81.25
lights,33.9325,-114.005
lights,39.4277778,-86.4283333
lights,38.1302778,-121.2713889
lights,34.1205556,-84.0044444
lights,47.4891667,-92.8836111
lights,43.2830556,-97.0888889
lights,44.2480556,-99.4527778
lights,38.6688889,-120.9861111
lights,40.4775,-74.6272222
lights,39.9611111,-82.9988889
lights,38.5816667,-121.4933333
lights,32.4419444,-97.7938889
lights,35.2269444,-80.8433333
lights,29.7958333,-91.5013889
lights,29.7958333,-91.5013889
lights,32.6394444,-96.5380556
lights,35.7072222,-81.0758333
lights,33.4483333,-112.0733333
lights,34.2783333,-119.2922222
lights,30.3319444,-81.6558333
lights,21.3069444,-157.8583333
lights,40.82,-74.3652778
lights,37.475,-77.7791667
lights,47.6588889,-117.425
lights,47.6588889,-117.425
lights,47.6588889,-117.425
lights,38.9125,-75.4283333
lights,42.6525,-73.7566667
lights,34.61,-112.315
lights,42.8508333,-72.5583333
lights,34.54,-112.4677778
lights,34.54,-112.4677778
lights,41.7355556,-111.8336111
lights,37.6775,-113.0611111
lights,37.9736111,-122.53
lights,28.5380556,-81.3794444
lights,37.6688889,-122.0797222
lights,41.4813889,-73.2136111
lights,41.4813889,-73.2136111
lights,43.666667,-79.416667
lights,38.2544444,-104.6086111
lights,32.7252778,-97.3205556
lights,34.0336111,-117.0422222
lights,46.2113889,-119.1361111
lights,37.2652778,-97.3713889
lights,38.9822222,-94.6705556
lights,32.6208333,-83.6
lights,36.3275,-119.6447222
lights,42.3266667,-122.8744444
lights,42.865,-71.3744444
lights,37.7477778,-84.2947222
lights,31.7586111,-106.4863889
lights,31.7586111,-106.4863889
lights,32.4486111,-99.7327778
lights,31.4761111,-98.1516667
lights,32.3880556,-98.9788889
lights,33.8158333,-78.6802778
lights,31.9180556,-98.1716667
lights,37.8286111,-92.2005556
lights,40.8022222,-124.1625
lights,33.5386111,-112.1852778
lights,33.9908333,-118.4591667
lights,41.7411111,-70.5994444
lights,41.6977778,-72.7241667
lights,40.0447222,-75.4391667
lights,38.8338889,-104.8208333
lights,27.4122222,-82.6591667
lights,37.6447222,-115.7427778
lights,42.8666667,-88.3333333
lights,45.133333,-76.133333
lights,27.8394444,-82.7913889
lights,33.6888889,-78.8869444
lights,39.9555556,-86.0138889
lights,33.6888889,-78.8869444
lights,39.2463889,-82.4786111
lights,40.8908333,-77.4769444
lights,33.8158333,-78.6802778
lights,32.7763889,-79.9311111
lights,35.5272222,-86.3336111
lights,40.3152778,-74.2466667
lights,41.6027778,-87.7438889
lights,47.6447222,-122.6936111
lights,34.7391667,-112.0091667
lights,33.5091667,-111.8983333
lights,49.883333,-97.166667
lights,49.883333,-97.166667
lights,39.9241667,-83.8088889
lights,41.1383333,-81.8638889
lights,32.9477778,-112.7161111
lights,27.7519444,-98.0694444
lights,21.3069444,-157.8583333
lights,29.4238889,-98.4933333
lights,33.6305556,-112.3325
lights,39.2475,-114.8877778
lights,28.6775,-81.3280556
lights,30.4977778,-94.9963889
lights,32.6208333,-83.6
lights,43.2436111,-97.2791667
lights,47.4705556,-122.3455556
lights,36.8188889,-76.2752778
lights,31.8972222,-98.6033333
lights,53.55,-113.5
lights,36.1538889,-95.9925
lights,35.4105556,-80.8430556
lights,40.8163889,-79.5222222
lights,42.7325,-84.5555556
lights,48.1183333,-123.4294444
lights,28.0680556,-80.5605556
lights,33.8730556,-78.6144444
lights,32.5836111,-117.0961111
lights,40.4405556,-79.9961111
lights,33.6888889,-78.8869444
lights,33.6888889,-78.8869444
lights,33.6888889,-78.8869444
lights,33.6888889,-78.8869444
lights,33.8941667,-78.4269444
lights,33.6888889,-78.8869444
lights,33.6888889,-78.8869444
lights,33.6888889,-78.8869444
lights,31.0636111,-98.1813889
lights,31.7091667,-98.9908333
lights,39.0638889,-108.55
lights,33.8730556,-78.6144444
lights,33.8730556,-78.6144444
lights,33.8730556,-78.6144444
lights,32.7833333,-96.8
lights,43.8138889,-120.6022222
lights,38.9569444,-76.5502778
lights,40.7763889,-73.4677778
lights,38.8105556,-90.6997222
lights,41.2458333,-75.8816667
lights,34.8641667,-118.1625
lights,32.8138889,-96.9486111
lights,42.4927778,-92.3427778
lights,42.1013889,-72.5902778
lights,42.1219444,-77.9483333
lights,40.5291667,-75.3936111
lights,47.1855556,-122.2916667
lights,44.98,-93.2636111
lights,38.1041667,-122.2555556
lights,33.6602778,-117.9983333
lights,33.3794444,-108.9027778
lights,39.8366667,-105.0366667
lights,39.8366667,-105.0366667
lights,42.5047222,-71.1961111
lights,33.6305556,-112.3325
lights,38.4,-105.2166667
lights,32.5838889,-117.1122222
lights,42.6386111,-100.2377778
lights,41.6027778,-87.7438889
lights,38.5472222,-122.8152778
lights,41.5875,-109.2022222
lights,30.4055556,-86.6188889
lights,44.8341667,-87.3769444
lights,40.7141667,-74.0063889
lights,48.4213889,-122.3327778
lights,48.4213889,-122.3327778
lights,35.6869444,-105.9372222
lights,41.5038889,-87.7130556
